396.756437434564,2022-08-18 00:00:00,2022-08-18 01:00:00
318.694254984601,2022-08-18 01:00:00,2022-08-18 02:00:00
386.540266599579,2022-08-18 02:00:00,2022-08-18 03:00:00
288.24407887866,2022-08-18 03:00:00,2022-08-18 04:00:00
219.672859563579,2022-08-18 04:00:00,2022-08-18 05:00:00
369.909386732453,2022-08-18 05:00:00,2022-08-18 06:00:00
309.882679278273,2022-08-18 06:00:00,2022-08-18 07:00:00
340.335949016947,2022-08-18 07:00:00,2022-08-18 08:00:00
327.413276515644,2022-08-18 08:00:00,2022-08-18 09:00:00
369.333895025203,2022-08-18 09:00:00,2022-08-18 10:00:00
290.880368844161,2022-08-18 10:00:00,2022-08-18 11:00:00
308.859452208522,2022-08-18 11:00:00,2022-08-18 12:00:00
326.190940836029,2022-08-18 12:00:00,2022-08-18 13:00:00
244.455138720639,2022-08-18 13:00:00,2022-08-18 14:00:00
377.937381515559,2022-08-18 14:00:00,2022-08-18 15:00:00
354.086364697472,2022-08-18 15:00:00,2022-08-18 16:00:00
313.360538140771,2022-08-18 16:00:00,2022-08-18 17:00:00
334.02837346021,2022-08-18 17:00:00,2022-08-18 18:00:00
283.208406014823,2022-08-18 18:00:00,2022-08-18 19:00:00
317.405281765973,2022-08-18 19:00:00,2022-08-18 20:00:00
297.721285529838,2022-08-18 20:00:00,2022-08-18 21:00:00
374.684669264755,2022-08-18 21:00:00,2022-08-18 22:00:00
367.250592488267,2022-08-18 22:00:00,2022-08-18 23:00:00
348.768010790402,2022-08-18 23:00:00,2022-08-19 00:00:00
227.344856969878,2022-08-19 00:00:00,2022-08-19 01:00:00
199.089797399714,2022-08-19 01:00:00,2022-08-19 02:00:00
185.984889529831,2022-08-19 02:00:00,2022-08-19 03:00:00
351.201556878902,2022-08-19 03:00:00,2022-08-19 04:00:00
274.213288584417,2022-08-19 04:00:00,2022-08-19 05:00:00
215.060100842273,2022-08-19 05:00:00,2022-08-19 06:00:00
275.417090717324,2022-08-19 06:00:00,2022-08-19 07:00:00
389.53348993888,2022-08-19 07:00:00,2022-08-19 08:00:00
394.854855811923,2022-08-19 08:00:00,2022-08-19 09:00:00
277.008247014985,2022-08-19 09:00:00,2022-08-19 10:00:00
395.768246876483,2022-08-19 10:00:00,2022-08-19 11:00:00
265.801481214274,2022-08-19 11:00:00,2022-08-19 12:00:00
241.62256215263,2022-08-19 12:00:00,2022-08-19 13:00:00
372.343194748407,2022-08-19 13:00:00,2022-08-19 14:00:00
312.3304243662,2022-08-19 14:00:00,2022-08-19 15:00:00
181.361904509937,2022-08-19 15:00:00,2022-08-19 16:00:00
258.891510791028,2022-08-19 16:00:00,2022-08-19 17:00:00
277.303903237954,2022-08-19 17:00:00,2022-08-19 18:00:00
159.70644859553,2022-08-19 18:00:00,2022-08-19 19:00:00
394.078144816276,2022-08-19 19:00:00,2022-08-19 20:00:00
228.969569477912,2022-08-19 20:00:00,2022-08-19 21:00:00
298.565575891204,2022-08-19 21:00:00,2022-08-19 22:00:00
325.382870801355,2022-08-19 22:00:00,2022-08-19 23:00:00
210.555264106335,2022-08-19 23:00:00,2022-08-20 00:00:00
776.332908474338,2022-08-20 00:00:00,2022-08-20 01:00:00
297.226660058551,2022-08-20 01:00:00,2022-08-20 02:00:00
406.539216294535,2022-08-20 02:00:00,2022-08-20 03:00:00
741.119017999295,2022-08-20 03:00:00,2022-08-20 04:00:00
562.41903102068,2022-08-20 04:00:00,2022-08-20 05:00:00
390.204979076935,2022-08-20 05:00:00,2022-08-20 06:00:00
673.915626249612,2022-08-20 06:00:00,2022-08-20 07:00:00
774.370902989289,2022-08-20 07:00:00,2022-08-20 08:00:00
719.353128047191,2022-08-20 08:00:00,2022-08-20 09:00:00
437.49363094697,2022-08-20 09:00:00,2022-08-20 10:00:00
461.420882610309,2022-08-20 10:00:00,2022-08-20 11:00:00
763.140751630407,2022-08-20 11:00:00,2022-08-20 12:00:00
649.878036614888,2022-08-20 12:00:00,2022-08-20 13:00:00
774.99913980548,2022-08-20 13:00:00,2022-08-20 14:00:00
690.892462057557,2022-08-20 14:00:00,2022-08-20 15:00:00
380.051609188396,2022-08-20 15:00:00,2022-08-20 16:00:00
739.221137759937,2022-08-20 16:00:00,2022-08-20 17:00:00
752.572416767022,2022-08-20 17:00:00,2022-08-20 18:00:00
779.305133176254,2022-08-20 18:00:00,2022-08-20 19:00:00
721.185306582086,2022-08-20 19:00:00,2022-08-20 20:00:00
337.494729165116,2022-08-20 20:00:00,2022-08-20 21:00:00
426.129089621104,2022-08-20 21:00:00,2022-08-20 22:00:00
562.06451574723,2022-08-20 22:00:00,2022-08-20 23:00:00
791.129823195143,2022-08-20 23:00:00,2022-08-21 00:00:00
693.342688574179,2022-08-21 00:00:00,2022-08-21 01:00:00
410.822134554616,2022-08-21 01:00:00,2022-08-21 02:00:00
453.183416375907,2022-08-21 02:00:00,2022-08-21 03:00:00
781.863493879122,2022-08-21 03:00:00,2022-08-21 04:00:00
798.80212103821,2022-08-21 04:00:00,2022-08-21 05:00:00
703.187389753712,2022-08-21 05:00:00,2022-08-21 06:00:00
652.928354804462,2022-08-21 06:00:00,2022-08-21 07:00:00
771.986783824778,2022-08-21 07:00:00,2022-08-21 08:00:00
773.999028592307,2022-08-21 08:00:00,2022-08-21 09:00:00
651.846210496186,2022-08-21 09:00:00,2022-08-21 10:00:00
765.309217605075,2022-08-21 10:00:00,2022-08-21 11:00:00
793.900160858564,2022-08-21 11:00:00,2022-08-21 12:00:00
749.868591250192,2022-08-21 12:00:00,2022-08-21 13:00:00
